seasonal,trend,remainder,Date
1096.9234094816782,29007.783798331206,-1654.707207812884,2018-05-22
1037.5529960109286,29693.22955762148,-807.6575536324053,2018-05-23
921.3356996802454,30052.12051619569,-511.9562158759363,2018-05-24
639.6503363295258,30411.011474769897,874.8798555672438,2018-05-25
-1678.9338712806623,30590.32892503123,4405.521612916098,2018-05-26
-2330.046098941667,30769.646375292567,544.6080569824335,2018-05-27
313.5175775448375,30842.72543472433,-5698.784678935834,2018-05-28
1096.9234094816782,30915.804494156095,789.3554296955626,2018-05-29
1037.5529960109286,31184.14891323598,563.1314240864303,2018-05-30
921.3356996802454,31452.493332315862,-928.8290319961088,2018-05-31
639.6503363295258,31122.53445070741,3005.231879629726,2018-06-01
-1678.9338712806623,30792.575569098964,4178.483302181699,2018-06-02
-2330.046098941667,29960.458720305385,-1560.1209546970495,2018-06-03
313.5175775448375,29128.341871511806,-2289.109449056643,2018-06-04
1096.9234094816782,28718.47786630354,-1534.4429424518858,2018-06-05
1037.5529960109286,28308.613861095277,-1507.1668571062037,2018-06-06
921.3356996802454,28586.45948080446,-892.086847151375,2018-06-07
639.6503363295258,28864.305100513644,1420.669563156829,2018-06-08
-1678.9338712806623,29004.342233902345,3140.1749707116505,2018-06-09
-2330.046098941667,29144.379367291043,213.1250649839567,2018-06-10
313.5175775448375,29277.74625322799,-2303.3054974394945,2018-06-11
1096.9234094816782,29411.113139164932,-2592.9532153132786,2018-06-12
1037.5529960109286,29939.877548749973,389.3194552390996,2018-06-13
921.3356996802454,30468.641958335018,1676.730675318071,2018-06-14
639.6503363295258,32034.223446948694,-2058.832116611553,2018-06-15
-1678.9338712806623,33599.80493556237,-2583.8293976150417,2018-06-16
-2330.046098941667,34511.774154098865,448.27194484280335,2018-06-17
313.5175775448375,35423.74337263536,4804.030716486464,2018-06-18
1096.9234094816782,35292.03723476971,4091.6226890819453,2018-06-19
1037.5529960109286,35160.33109690407,-453.3007595816598,2018-06-20
921.3356996802454,34222.63295424545,249.19801274096972,2018-06-21
639.6503363295258,33284.93481158682,-2590.2518145830145,2018-06-22
-1678.9338712806623,32617.61077928103,-3253.801908000365,2018-06-23
-2330.046098941667,31950.28674697524,2182.467685299758,2018-06-24
313.5175775448375,32468.013714576395,722.5937078787683,2018-06-25
1096.9234094816782,32985.74068217755,-2302.2474249925617,2018-06-26
1037.5529960109286,34352.63456384281,-4070.437559853737,2018-06-27
921.3356996802454,35719.52844550807,261.46918814501987,2018-06-28
639.6503363295258,37689.002335146804,547.2223285236687,2018-06-29
-1678.9338712806623,39658.47622478554,435.99931316178845,2018-06-30
-2330.046098941667,40691.01891926952,2223.8605130054857,2018-07-01
313.5175775448375,41723.561613753496,3181.045808701667,2018-07-02
1096.9234094816782,41099.8241799885,3061.294077196486,2018-07-03
1037.5529960109286,40476.086746223504,-1860.8480755677665,2018-07-04
921.3356996802454,38656.695945297375,2824.343355022378,2018-07-05
